發生地點,發生時間點,行政區,車種,受傷人數,緯度,經度
臺北市大安區金山南路2段 / 臺北市大安區金山南路2段,2020/3/11 下午 03:25:00,大安區,自用-小客車;電動輔助自行車-慢車,1,25.028054,121.526253
臺北市大安區金山南路2段 / 臺北市大安區金山南路2段,2020/11/27 上午 10:23:00,大安區,民營公車-大客車;乘客-人,1,25.033279,121.527234
臺北市大安區金山南路2段 / 臺北市大安區信義路2段,2020/9/30 下午 09:10:00,大安區,普通重型-機車;普通重型-機車,2,25.033638,121.528628
臺北市大安區金山南路2段117號前0.0公尺,2020/12/20 下午 06:50:00,大安區,普通重型-機車;自用-小客車;計程車-小客車,1,25.030405,121.526689
臺北市大安區金山南路2段129號前0.0公尺,2020/11/8 上午 11:34:00,大安區,計程車-小客車;普通重型-機車,1,25.029876,121.526584
臺北市大安區金山南路2段157號前0.0公尺,2020/5/26 上午 07:29:00,大安區,普通重型-機車;計程車-小客車,1,25.02921,121.526424
臺北市大安區金山南路2段165號前0.0公尺,2020/12/5 上午 07:20:00,大安區,民營客運-大客車;乘客-人,1,25.029007,121.526507
臺北市大安區金山南路2段179號前0.0公尺,2020/8/1 上午 11:04:00,大安區,計程車-小客車;普通重型-機車;乘客-人,2,25.028551,121.526359
臺北市大安區金山南路2段232號前0.0公尺,2020/11/11 下午 05:36:00,大安區,自用-小客車;普通重型-機車,1,25.027377,121.525948
臺北市大安區金山南路2段52號前0.0公尺,2020/5/30 下午 02:30:00,大安區,普通輕型-機車;自用-小客車;乘客-人,2,25.032676,121.526979
臺北市大安區金山南路2段6號前0.0公尺,2020/7/30 下午 12:25:00,大安區,計程車-小客車;普通重型-機車,1,25.033653,121.527158
臺北市大安區金山南路2段97號前0.0公尺,2020/6/3 上午 08:54:00,大安區,普通重型-機車;計程車-小客車,1,25.030998,121.526785
臺北市大安區樂利路 / 臺北市大安區安和路2段,2020/10/13 下午 01:30:00,大安區,自用-小客車;普通重型-機車,1,25.02742,121.551403
臺北市大安區樂利路 / 臺北市大安區安和路2段,2020/7/22 下午 05:23:00,大安區,租賃車-小客車;普通重型-機車,1,25.028153,121.551119
臺北市大安區樂利路 / 臺北市大安區和平東路3段,2020/12/2 下午 02:10:00,大安區,自用-小客車;普通重型-機車,1,25.02469,121.552353
臺北市大安區樂利路 / 臺北市大安區樂利路,2020/8/25 下午 08:55:00,大安區,普通重型-機車;普通重型-機車;乘客-人,3,25.025203,121.552231
臺北市大安區樂利路 / 臺北市大安區樂利路,2020/4/7 下午 05:30:00,大安區,普通重型-機車;普通重型-機車,2,25.025437,121.552106
臺北市大安區樂利路 / 臺北市大安區樂利路,2020/6/29 下午 06:13:00,大安區,計程車-小客車;普通重型-機車,1,25.025438,121.552106
臺北市大安區樂利路 / 臺北市大安區樂利路,2020/11/3 上午 10:56:00,大安區,普通重型-機車;普通重型-機車,2,25.025445,121.552091
臺北市大安區樂利路 / 臺北市大安區樂利路,2020/9/24 下午 09:29:00,大安區,自用-小客車;普通重型-機車,1,25.027533,121.551479
臺北市大安區樂利路 / 臺北市大安區通化街,2020/8/13 上午 07:57:00,大安區,計程車-小客車;普通重型-機車,1,25.025856,121.551979
臺北市大安區樂利路 / 臺北市大安區通化街,2020/11/30 下午 04:30:00,大安區,租賃車-小客車;行人-人,1,25.025856,121.551979
臺北市大安區樂利路103號前0.0公尺,2020/8/18 下午 06:03:00,大安區,自用-小客車;普通重型-機車,1,25.025196,121.552229
臺北市大安區樂利路11巷8號前0.0公尺,2020/1/15 上午 12:36:00,大安區,計程車-小客車;普通重型-機車,1,25.028172,121.55118
臺北市大安區樂利路20號前0.0公尺,2020/6/22 上午 09:40:00,大安區,自用-小客車;普通重型-機車;普通重型-機車,2,25.02753,121.551358
臺北市大安區樂利路29號前0.0公尺,2020/8/30 下午 05:41:00,大安區,普通重型-機車;自用-小客車,1,25.027374,121.551436
臺北市大安區樂利路86巷前0.0公尺,2020/4/19 下午 04:33:00,大安區,自用-小客車;普通重型-機車;乘客-人,2,25.025512,121.551948
臺北市大安區樂業街 / 臺北市大安區安居街,2020/7/22 上午 11:22:00,大安區,自用-小客車;普通重型-機車,1,25.0197,121.553455
臺北市大安區樂業街 / 臺北市大安區和平東路3段,2020/9/24 上午 09:01:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.020342,121.552659
臺北市大安區樂業街 / 臺北市大安區嘉興街,2020/7/2 下午 11:11:00,大安區,自用-小客車;普通重型-機車,2,25.021427,121.551399
臺北市大安區樂業街 / 臺北市大安區嘉興街,2020/1/13 下午 06:10:00,大安區,自用-小貨車(含客、貨兩用);行人-人,1,25.021432,121.551378
臺北市大安區樂業街 / 臺北市大安區樂業街,2020/1/16 上午 09:19:00,大安區,自用-小貨車(含客、貨兩用);行人-人,1,25.020889,121.552029
臺北市大安區樂業街 / 臺北市大安區樂業街,2020/11/25 上午 10:31:00,大安區,普通重型-機車;行人-人,2,25.021155,121.551595
臺北市大安區樂業街 / 臺北市大安區樂業街,2020/7/10 下午 04:00:00,大安區,電動輔助自行車-慢車;普通重型-機車;乘客-人,2,25.021479,121.551359
臺北市大安區樂業街 / 臺北市大安區樂業街,2020/1/2 下午 12:16:00,大安區,普通重型-機車;普通重型-機車,2,25.02197,121.550718
臺北市大安區樂業街 / 臺北市大安區樂業街,2020/8/23 下午 07:56:00,大安區,普通重型-機車;普通重型-機車,1,25.021981,121.550732
臺北市大安區樂業街 / 臺北市大安區臥龍街,2020/8/7 上午 08:31:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.020304,121.552706
臺北市大安區樂業街 / 臺北市大安區臥龍街,2020/9/5 上午 09:03:00,大安區,自用-小客車;腳踏自行車-慢車,1,25.020331,121.552666
臺北市大安區樂業街102號前0.0公尺,2020/12/2 下午 05:48:00,大安區,普通重型-機車;腳踏自行車-慢車,1,25.021212,121.551519
臺北市大安區樂業街126號前0.0公尺,2020/1/23 上午 09:43:00,大安區,自用-小貨車(含客、貨兩用);普通輕型-機車,1,25.020708,121.552217
臺北市大安區麗水街 / 臺北市大安區愛國東路,2020/5/14 上午 11:54:00,大安區,自用-小客車;普通重型-機車,1,25.031378,121.528793
臺北市大安區麗水街 / 臺北市大安區金山南路2段,2020/4/29 下午 12:50:00,大安區,普通重型-機車;普通重型-機車,2,25.029339,121.528447
臺北市大安區麗水街 / 臺北市大安區永康街,2020/1/4 上午 09:00:00,大安區,普通重型-機車;普通重型-機車,2,25.032714,121.529062
臺北市大安區麗水街 / 臺北市大安區永康街,2020/3/31 上午 08:33:00,大安區,計程車-小客車;普通重型-機車,1,25.033207,121.529131
臺北市大安區麗水街 / 臺北市大安區永康街,2020/12/25 下午 11:45:00,大安區,普通重型-機車;自用-小客車,1,25.03321,121.529128
臺北市大安區麗水街 / 臺北市大安區永康街,2020/6/30 下午 07:08:00,大安區,普通重型-機車;普通重型-機車,2,25.033221,121.529144
臺北市大安區麗水街32-1號前0.0公尺,2020/11/18 上午 11:04:00,大安區,自用-小客車;普通重型-機車,1,25.027139,121.52807
臺北市大安區臨江街 / 臺北市大安區臨江街,2020/8/3 上午 01:45:00,大安區,普通重型-機車;行人-人,1,25.029669,121.556262
臺北市大安區臨江街 / 臺北市大安區無名巷,2020/12/19 下午 08:23:00,大安區,普通重型-機車;普通重型-機車,1,25.030381,121.553425
臺北市大安區臨江街25號前0.0公尺,2020/5/5 上午 08:45:00,大安區,電動輔助自行車-慢車,1,25.029643,121.556413
臺北市大安區龍泉街 / 臺北市大安區師大路,2020/12/6 上午 10:56:00,大安區,普通重型-機車;普通重型-機車,2,25.02424,121.52943
臺北市大安區龍泉街 / 臺北市大安區泰順街,2020/9/14 上午 08:45:00,大安區,普通重型-機車;自用-小客車,1,25.022478,121.529258
臺北市大安區龍泉街 / 臺北市大安區雲和街,2020/11/6 下午 11:45:00,大安區,普通重型-機車;普通重型-機車,2,25.023529,121.529359
臺北市大安區龍泉街 / 臺北市大安區雲和街,2020/6/17 上午 09:52:00,大安區,普通重型-機車;計程車-小客車,1,25.023529,121.529359
臺北市大安區羅斯福路2段 / 臺北市大安區杭州南路2段,2020/1/20 下午 06:55:00,大安區,普通重型-機車;普通重型-機車;乘客-人,3,25.028295,121.521605
臺北市大安區羅斯福路2段 / 臺北市大安區杭州南路2段,2020/12/3 上午 09:04:00,大安區,普通重型-機車;普通重型-機車,2,25.028313,121.521665
臺北市大安區羅斯福路2段 / 臺北市大安區杭州南路2段,2020/7/16 上午 07:06:00,大安區,普通重型-機車;普通重型-機車,2,25.028477,121.52304
臺北市大安區羅斯福路2段 / 臺北市大安區和平東路1段,2020/6/4 下午 12:30:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.026729,121.522754
臺北市大安區羅斯福路2段 / 臺北市大安區和平東路1段,2020/10/13 上午 07:35:00,大安區,自用-小客車;普通重型-機車,1,25.026831,121.522691
臺北市大安區羅斯福路2段 / 臺北市大安區和平東路1段,2020/4/15 下午 07:00:00,大安區,普通重型-機車;普通重型-機車,1,25.026953,121.522602
臺北市大安區羅斯福路2段 / 臺北市大安區和平東路1段,2020/11/29 下午 05:28:00,大安區,普通重型-機車;普通重型-機車,1,25.027009,121.522568
臺北市大安區羅斯福路2段 / 臺北市大安區和平東路1段,2020/5/19 下午 04:47:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,2,25.027026,121.522559
臺北市大安區羅斯福路2段 / 臺北市大安區羅斯福路2段,2020/7/14 上午 10:43:00,大安區,普通重型-機車;計程車-小客車,1,25.028189,121.521679
臺北市大安區羅斯福路2段 / 臺北市大安區浦城街,2020/11/10 下午 09:32:00,大安區,自用-小客車;普通重型-機車,1,25.02475,121.525492
臺北市大安區羅斯福路2段105號前0.0公尺,2020/12/25 下午 05:00:00,大安區,普通重型-機車;自用-小客車,1,25.024568,121.524465
臺北市大安區羅斯福路2段105號前0.0公尺,2020/11/20 下午 03:54:00,大安區,普通重型-機車,1,25.024611,121.524547
臺北市大安區羅斯福路2段105號前0.0公尺,2020/7/13 下午 02:14:00,大安區,普通重型-機車;租賃車-小客車,1,25.024655,121.524353
臺北市大安區羅斯福路2段111號前0.0公尺,2020/8/11 下午 06:48:00,大安區,自用-小客車;行人-人,1,25.02433,121.524586
臺北市大安區羅斯福路2段19號前0.0公尺,2020/2/1 上午 10:14:00,大安區,普通重型-機車;自用-小客車,1,25.028022,121.521831
臺北市大安區羅斯福路2段45號前0.0公尺,2020/4/28 下午 03:30:00,大安區,自用-小貨車(含客、貨兩用);自用-小客車;普通重型-機車,1,25.027483,121.522232
臺北市大安區羅斯福路2段75-1號前0.0公尺,2020/7/17 下午 02:47:00,大安區,普通輕型-機車;普通重型-機車,1,25.026391,121.52306
臺北市大安區羅斯福路2段79號前0.0公尺,2020/10/8 上午 07:10:00,大安區,自用-小客車;普通重型-機車;乘客-人;乘客-人,3,25.026155,121.523407
臺北市大安區羅斯福路2段79號前0.0公尺,2020/11/18 下午 05:33:00,大安區,普通重型-機車;自用-小客車,1,25.026157,121.523216
臺北市大安區羅斯福路2段83號前0.0公尺,2020/7/20 上午 09:34:00,大安區,自用-小客車;普通重型-機車;普通重型-機車;乘客-人,3,25.025734,121.523597
臺北市大安區羅斯福路2段93號前0.0公尺,2020/4/18 下午 01:05:00,大安區,普通重型-機車;自用-小客車;自用-小客車;乘客-人,2,25.025079,121.524042
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路2段,2020/9/19 上午 09:23:00,大安區,計程車-小客車;普通重型-機車,1,25.024148,121.524806
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2020/8/21 下午 07:20:00,大安區,普通重型-機車;普通重型-機車;普通重型-機車,3,25.016173,121.53284
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2020/9/22 下午 03:42:00,大安區,普通重型-機車;計程車-小客車,1,25.017859,121.531268
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2020/12/19 上午 08:35:00,大安區,自用-小客車;普通重型-機車;乘客-人,2,25.018441,121.531608
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2020/10/7 上午 08:16:00,大安區,自用-小客車;普通重型-機車,1,25.018633,121.530469
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2020/11/27 上午 09:54:00,大安區,計程車-小客車;普通重型-機車,1,25.018916,121.531653
臺北市大安區羅斯福路3段 / 臺北市大安區羅斯福路3段,2020/9/4 下午 01:55:00,大安區,普通重型-機車;計程車-小客車,1,25.020139,121.530968
臺北市大安區羅斯福路3段 / 臺北市大安區浦城街,2020/10/14 上午 08:57:00,大安區,自用-小客車;普通重型-機車,1,25.022182,121.526696
臺北市大安區羅斯福路3段 / 臺北市大安區浦城街,2020/2/25 下午 04:26:00,大安區,自用-小客車;普通重型-機車,1,25.022391,121.526399
臺北市大安區羅斯福路3段 / 臺北市大安區師大路,2020/12/9 下午 01:00:00,大安區,自用-小客車;普通重型-機車,1,25.021243,121.527739
臺北市大安區羅斯福路3段 / 臺北市大安區師大路,2020/3/8 上午 12:04:00,大安區,普通重型-機車;普通重型-機車,2,25.021247,121.527701
臺北市大安區羅斯福路3段 / 臺北市大安區師大路,2020/11/6 下午 03:14:00,大安區,電動輔助自行車-慢車;腳踏自行車-慢車,1,25.021274,121.52776
臺北市大安區羅斯福路3段 / 臺北市大安區師大路,2020/10/29 下午 09:50:00,大安區,自用-小客車;普通重型-機車;普通重型-機車,1,25.022938,121.52597
臺北市大安區羅斯福路3段 / 臺北市大安區溫州街,2020/12/19 下午 01:10:00,大安區,自用-小貨車(含客、貨兩用);行人-人,1,25.02057,121.531862
臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,2020/11/29 下午 02:00:00,大安區,自用-小客車;腳踏自行車-慢車,1,25.019535,121.529583
臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,2020/3/13 下午 12:47:00,大安區,普通重型-機車;普通重型-機車;普通重型-機車,1,25.019553,121.529539
臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,2020/3/2 上午 09:50:00,大安區,普通重型-機車;租賃車-小客車,1,25.019628,121.52945
臺北市大安區羅斯福路3段 / 臺北市大安區新生南路3段,2020/8/9 下午 06:22:00,大安區,自用-小客車;普通重型-機車,1,25.019326,121.531697
臺北市大安區羅斯福路3段149號前0.0公尺,2020/10/21 上午 09:37:00,大安區,計程車-小客車;普通輕型-機車,1,25.021592,121.527321
臺北市大安區羅斯福路3段189號前0.0公尺,2020/3/19 下午 08:35:00,大安區,普通重型-機車;普通重型-機車,1,25.020996,121.528021
臺北市大安區羅斯福路3段201號前0.0公尺,2020/5/15 上午 11:36:00,大安區,普通重型-機車;自用-小客車,1,25.017603,121.531751
臺北市大安區羅斯福路3段245號前0.0公尺,2020/10/14 下午 07:00:00,大安區,自用-小客車;普通重型-機車,1,25.019238,121.529852
臺北市大安區羅斯福路3段245號前0.0公尺,2020/9/30 上午 08:21:00,大安區,自用-小客車;普通重型-機車,1,25.019305,121.529946
臺北市大安區羅斯福路3段245號前0.0公尺,2020/9/6 上午 10:35:00,大安區,民營公車-大客車;乘客-人;乘客-人,1,25.019377,121.529725
臺北市大安區羅斯福路3段261號前0.0公尺,2020/9/22 下午 08:10:00,大安區,電動輔助自行車-慢車;腳踏自行車-慢車,1,25.018825,121.530293
臺北市大安區羅斯福路3段269巷前0.0公尺,2020/4/18 下午 06:45:00,大安區,普通重型-機車;行人-人;普通重型-機車,2,25.018475,121.53062
臺北市大安區羅斯福路3段275號前0.0公尺,2020/4/21 上午 07:05:00,大安區,計程車-小客車;普通重型-機車;普通重型-機車,1,25.018333,121.530764
臺北市大安區羅斯福路3段277號前0.0公尺,2020/10/10 下午 07:47:00,大安區,遊覽車-大客車;普通重型-機車,1,25.018077,121.531036
臺北市大安區羅斯福路3段277號前0.0公尺,2020/5/28 上午 07:55:00,大安區,普通重型-機車;自用-小客車;自用-小客車;自用-小客車,1,25.018079,121.530979
臺北市大安區羅斯福路3段281號前0.0公尺,2020/7/19 上午 10:07:00,大安區,普通輕型-機車;自用-小客車;普通重型-機車,1,25.017886,121.531226
臺北市大安區羅斯福路3段283巷14弄24號前0.0公尺,2020/5/20 上午 07:29:00,大安區,普通重型-機車;自用-小客車;乘客-人,2,25.01833,121.532754
臺北市大安區羅斯福路3段289號前0.0公尺,2020/8/8 下午 10:18:00,大安區,普通重型-機車;普通重型-機車,2,25.017226,121.531883
臺北市大安區羅斯福路3段309號前0.0公尺,2020/6/3 下午 03:17:00,大安區,普通重型-機車;自用-小客車,1,25.017288,121.531828
臺北市大安區羅斯福路3段339號前0.0公尺,2020/5/21 下午 05:36:00,大安區,普通輕型-機車;自用-小客車;自用-小客車,1,25.016783,121.532377
臺北市大安區羅斯福路3段37號前0.0公尺,2020/6/6 下午 06:52:00,大安區,自用-小客車;普通重型-機車;自用-小客車;自用-小客車,1,25.023435,121.525184
臺北市大安區羅斯福路3段37號前0.0公尺,2020/2/29 上午 10:37:00,大安區,自用-小客車;普通重型-機車,1,25.023669,121.525046
臺北市大安區羅斯福路3段55號前0.0公尺,2020/6/15 下午 04:10:00,大安區,普通重型-機車;計程車-小客車,1,25.023208,121.525719
臺北市大安區羅斯福路3段61號前0.0公尺,2020/1/9 下午 03:13:00,大安區,普通重型-機車;租賃車-小客車,1,25.022878,121.525839
臺北市大安區羅斯福路3段61號前0.0公尺,2020/8/29 上午 09:05:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),1,25.022944,121.525782
臺北市大安區羅斯福路3段67號前0.0公尺,2020/8/24 下午 10:51:00,大安區,普通重型-機車;普通輕型-機車,2,25.022792,121.525898
臺北市大安區羅斯福路3段前0.0公尺,2020/2/27 上午 09:01:00,大安區,普通重型-機車;普通重型-機車,1,25.01401,121.535232
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/3/15 下午 08:43:00,大安區,自用-小客車;普通重型-機車,1,25.011027,121.537385
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/5/6 下午 07:39:00,大安區,普通輕型-機車;普通重型-機車,1,25.01117,121.537385
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/11/30 下午 07:30:00,大安區,自用-小客車;普通重型-機車,1,25.011086,121.537432
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/5/23 上午 10:47:00,大安區,普通重型-機車,1,25.011095,121.537373
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/10/17 下午 04:08:00,大安區,普通重型-機車;普通重型-機車,2,25.011096,121.537146
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/12/7 下午 09:00:00,大安區,普通重型-機車;普通重型-機車,1,25.011141,121.537463
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/8/27 下午 12:17:00,大安區,普通重型-機車;普通重型-機車,2,25.011228,121.537463
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/5/29 下午 04:51:00,大安區,自用-小客車;普通重型-機車,1,25.011155,121.537358
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/1/5 下午 02:15:00,大安區,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,1,25.011171,121.537429
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/7/14 下午 05:30:00,大安區,自用-小客車;普通重型-機車,1,25.011197,121.537417
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/9/9 上午 08:36:00,大安區,普通重型-機車;普通重型-機車,2,25.011237,121.537622
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/11/2 下午 07:58:00,大安區,普通重型-機車;普通重型-機車,2,25.011244,121.537502
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/11/17 下午 07:20:00,大安區,自用-小客車;普通重型-機車,1,25.011284,121.537399
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/4/17 下午 11:40:00,大安區,普通重型-機車;自用-小客車;乘客-人,2,25.011403,121.537216
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/2/12 上午 10:19:00,大安區,普通重型-機車;自用-小客車,1,25.011411,121.537126
臺北市大安區羅斯福路4段 / 臺北市大安區基隆路4段,2020/2/29 下午 02:41:00,大安區,普通輕型-機車;自用-小客車,1,25.011453,121.53711
臺北市大安區羅斯福路4段 / 臺北市大安區羅斯福路4段,2020/1/4 上午 11:22:00,大安區,電動自行車-慢車;普通重型-機車,2,25.00989,121.537517
臺北市大安區羅斯福路4段 / 臺北市大安區羅斯福路4段,2020/8/20 下午 07:14:00,大安區,普通重型-機車;普通重型-機車,1,25.010069,121.537439
臺北市大安區羅斯福路4段 / 臺北市大安區羅斯福路4段,2020/10/26 下午 02:43:00,大安區,普通重型-機車;自用-小客車,1,25.010923,121.537366
臺北市大安區羅斯福路4段 / 臺北市大安區羅斯福路4段,2020/7/21 上午 11:50:00,大安區,普通重型-機車;普通重型-機車,1,25.011283,121.539584
臺北市大安區羅斯福路4段 / 臺北市大安區新生南路3段,2020/6/19 下午 09:28:00,大安區,自用-小客車;普通重型-機車,1,25.016284,121.532844
臺北市大安區羅斯福路4段 / 臺北市大安區新生南路3段,2020/4/26 下午 11:15:00,大安區,自用-小客車;普通重型-機車,1,25.01631,121.532829
臺北市大安區羅斯福路4段 / 臺北市大安區新生南路3段,2020/2/21 下午 01:55:00,大安區,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,4,25.01631,121.532836
臺北市大安區羅斯福路4段 / 臺北市大安區新生南路3段,2020/3/14 上午 09:59:00,大安區,普通重型-機車;腳踏自行車-慢車,2,25.01633,121.5328
臺北市大安區羅斯福路4段 / 臺北市大安區新生南路3段,2020/3/25 上午 07:40:00,大安區,自用-小客車;普通重型-機車,1,25.016333,121.532792
臺北市大安區羅斯福路4段 / 臺北市大安區新生南路3段,2020/10/19 上午 04:43:00,大安區,計程車-小客車;行人-人,1,25.016337,121.532782
臺北市大安區羅斯福路4段 / 臺北市大安區新生南路3段,2020/10/16 下午 06:50:00,大安區,普通重型-機車;普通重型-機車,1,25.016337,121.532782
臺北市大安區羅斯福路4段107號前0.0公尺,2020/7/17 下午 12:43:00,大安區,普通輕型-機車;自用-小客車,1,25.011817,121.536936
臺北市大安區羅斯福路4段107號前0.0公尺,2020/11/22 下午 03:13:00,大安區,普通重型-機車;乘客-人,2,25.012071,121.536795
臺北市大安區羅斯福路4段113巷19號前0.0公尺,2020/10/16 下午 06:40:00,大安區,普通重型-機車;普通重型-機車,2,25.011312,121.539791
臺北市大安區羅斯福路4段119巷36號前0.0公尺,2020/9/10 上午 07:59:00,大安區,腳踏自行車-慢車;計程車-小客車,1,25.009865,121.538694
臺北市大安區羅斯福路4段123巷21弄2號前0.0公尺,2020/7/13 下午 04:35:00,大安區,普通重型-機車;普通重型-機車,2,25.01007,121.537696
臺北市大安區羅斯福路4段127號前0.0公尺,2020/5/14 下午 12:40:00,大安區,普通重型-機車;普通重型-機車,1,25.010683,121.53741
臺北市大安區羅斯福路4段155號前0.0公尺,2020/10/19 下午 02:00:00,大安區,普通重型-機車;普通重型-機車,1,25.009858,121.537516
臺北市大安區羅斯福路4段21號前0.0公尺,2020/11/10 上午 08:57:00,大安區,普通重型-機車;普通重型-機車,1,25.011693,121.536913
臺北市大安區羅斯福路4段21號前0.0公尺,2020/5/8 上午 10:10:00,大安區,自用-小客車;普通重型-機車;計程車-小客車,1,25.014034,121.53516
臺北市大安區羅斯福路4段21號前0.0公尺,2020/11/19 下午 01:37:00,大安區,普通重型-機車;行人-人,2,25.014085,121.535216
臺北市大安區羅斯福路4段21號前0.0公尺,2020/6/15 上午 08:48:00,大安區,自用-小客車;普通重型-機車,1,25.014148,121.535168
臺北市大安區羅斯福路4段83號前0.0公尺,2020/2/19 下午 02:45:00,大安區,普通重型-機車,1,25.012853,121.536266
臺北市大安區羅斯福路4段83號前0.0公尺,2020/4/17 上午 11:30:00,大安區,普通重型-機車;計程車-小客車;乘客-人,2,25.01322,121.536027
臺北市大安區羅斯福路4段83號前0.0公尺,2020/11/10 上午 07:54:00,大安區,租賃車-小客車;普通重型-機車,1,25.01332,121.536046
臺北市大安區羅斯福路4段85號前0.0公尺,2020/11/7 下午 05:38:00,大安區,計程車-小客車;普通重型-機車,1,25.011987,121.536839
臺北市大安區羅斯福路4段85號前0.0公尺,2020/5/17 下午 02:23:00,大安區,腳踏自行車-慢車;行人-人,2,25.012684,121.536495
臺北市大安區羅斯福路4段85號前0.0公尺,2020/4/4 下午 08:50:00,大安區,普通重型-機車,1,25.012691,121.536413
臺北市大安區羅斯福路4段前0.0公尺,2020/10/18 下午 04:21:00,大安區,自用-小客車;腳踏自行車-慢車,1,25.01222,121.536805
臺北市大安區羅斯福路4段前0.0公尺,2020/2/12 下午 03:42:00,大安區,計程車-小客車;普通重型-機車;普通重型-機車,2,25.014603,121.534599
臺北市大安區羅斯福路4段前0.0公尺,2020/7/6 上午 07:47:00,大安區,普通重型-機車;普通重型-機車,1,25.014803,121.534527
臺北市大安區羅斯福路4段前0.0公尺,2020/8/11 下午 05:30:00,大安區,行人-人,1,25.015366,121.534032
臺北市大安區羅斯福路4段前0.0公尺,2020/11/20 上午 09:50:00,大安區,自用-小客車;腳踏自行車-慢車,1,25.020598,121.543293
臺北市大安區羅斯福路5段 / 臺北市大安區基隆路4段,2020/11/21 上午 09:38:00,大安區,計程車-小客車;普通重型-機車,1,25.011382,121.537538
臺北市大安區羅斯福路5段 / 臺北市大安區萬盛街,2020/3/24 下午 01:51:00,大安區,計程車-小客車;普通重型-機車,1,25.008071,121.53828
臺北市大安區羅斯福路5段 / 臺北市大安區萬盛街,2020/5/22 下午 03:15:00,大安區,普通重型-機車;自用-小客車,1,25.00809,121.538274
臺北市大安區羅斯福路5段 / 臺北市大安區萬盛街,2020/12/24 下午 09:58:00,大安區,普通重型-機車;普通重型-機車;普通重型-機車,1,25.008333,121.538141
臺北市大安區羅斯福路5段24號前0.0公尺,2020/2/15 下午 07:00:00,大安區,普通重型-機車;普通重型-機車;乘客-人,3,25.009083,121.537762
臺北市大安區羅斯福路5段48號前0.0公尺,2020/8/29 上午 01:14:00,大安區,普通重型-機車;普通輕型-機車,2,25.008828,121.537959
臺北市大安區羅斯福路5段前0.0公尺,2020/11/26 上午 07:50:00,大安區,自用-小客車;普通重型-機車,1,25.008285,121.538201
臺北市大安區浦城街 / 臺北市大安區師大路,2020/6/21 下午 09:23:00,大安區,自用-小客車;行人-人,1,25.02265,121.526784
臺北市大安區浦城街16巷16號前0.0公尺,2020/4/29 下午 05:12:00,大安區,自用-小客車;行人-人,1,25.023738,121.525764
臺北市大安區浦城街19號前0.0公尺,2020/3/6 上午 09:45:00,大安區,自用-小客車;普通重型-機車;自用-小客車,1,25.024268,121.526897
臺北市大安區前騎樓,2020/1/18 下午 06:00:00,大安區,租賃車-小客車;行人-人,1,25.0242,121.548424
臺北市大安區青田街 / 臺北市大安區和平東路1段,2020/9/15 下午 02:46:00,大安區,普通重型-機車;行人-人,1,25.026423,121.53207
臺北市大安區青田街 / 臺北市大安區和平東路1段,2020/3/26 下午 09:10:00,大安區,普通重型-機車;普通重型-機車,2,25.028276,121.533186
臺北市大安區青田街 / 臺北市大安區青田街,2020/4/1 下午 05:14:00,大安區,普通重型-機車;自用-小客車,1,25.028075,121.531971
臺北市大安區青田街 / 臺北市大安區青田街,2020/3/19 下午 12:41:00,大安區,大型重型2(250-550C.C.)-機車;普通重型-機車;乘客-人,3,25.02808,121.531969
